gold_per_min,level,leaver_status,xp_per_min,radiant_score,gold_spent,deaths,denies,hero_damage,tower_damage,last_hits,hero_healing,duration,radiant_win
3490,150,0,4289,61,153350,72,69,243148,23815,1782,7801,3381,1
2769,145,0,3877,39,100295,57,65,137868,12280,1100,3680,2680,0
2666,150,0,3915,42,114400,71,86,218610,13038,1305,3033,3103,0
2164,106,0,2686,22,62735,54,44,62864,5027,640,1233,2052,0
2877,102,0,3015,25,65850,21,40,76653,20761,652,0,1660,1
2219,130,1,2771,24,87080,60,34,154121,14063,901,12943,2809,0
5848,150,0,9767,37,134405,39,30,132844,18779,514,550,1547,1
2800,118,0,3186,33,77645,24,73,96953,24831,889,6210,1981,1
5832,150,0,9208,35,120440,24,18,125790,20886,372,2813,1336,1
2816,97,1,5022,3,30060,17,2,31770,1369,85,0,895,0
2027,104,0,2670,31,55180,45,24,103888,5375,497,965,1915,0
5699,150,0,7493,41,181575,43,21,175049,16959,802,1567,2409,1
2252,108,0,2699,36,72715,27,49,126102,19526,612,15921,2064,1
5486,150,0,8628,20,146680,39,17,150376,11836,547,0,1737,0
1833,77,1,2005,13,41665,60,29,62113,1913,362,11,1605,0
2631,128,0,3409,29,85910,30,40,114513,12731,846,495,2212,1
2243,113,0,2771,19,65490,60,60,97254,12196,795,4525,2182,0
3593,150,0,4013,74,220320,91,71,413734,24421,2585,13589,5009,0
3151,150,0,4016,58,118790,36,85,176642,21100,1330,4853,2838,1
3128,150,0,3732,62,141215,85,40,249388,15636,1057,5003,3685,1
2338,114,0,3039,31,66350,63,34,91504,3112,547,275,1997,0
2634,97,0,2720,23,58850,14,45,71716,25150,681,6788,1680,1
2520,144,0,3306,31,94730,51,28,142483,23381,1010,9130,2868,1
2446,114,1,2988,29,71745,49,52,75681,4211,677,0,2028,0
2371,121,0,3033,21,77455,43,93,84107,1699,861,354,2215,0
2257,122,1,3084,23,71855,55,52,98948,4241,939,1924,2267,0
2113,107,0,2805,28,57645,56,53,97468,9858,581,849,1916,0
2257,131,0,3242,21,76075,58,38,99919,6317,926,7348,2447,0
3083,150,1,3670,49,152840,58,27,233530,20104,1356,15099,3462,1
3371,143,0,4490,58,119020,34,64,140471,25872,1385,0,2425,1
3626,136,0,6205,16,82090,34,17,70920,5758,328,8745,1459,0
5865,150,0,8776,26,128390,31,27,136047,11580,429,1485,1439,1
4739,149,0,7505,26,119835,30,26,115266,14180,489,0,1589,0
2672,105,0,3015,34,66270,35,46,92934,21632,660,10872,1735,1
2574,130,0,3771,43,74680,35,49,126143,18952,602,5318,2071,1
5831,147,0,10339,37,92680,31,14,110376,13663,256,0,1031,1
2811,147,0,3723,37,117515,52,82,166258,13521,1647,3551,3003,0
4542,150,0,7895,27,117775,33,29,129780,4618,427,7973,1646,0
2237,125,0,3036,35,79630,47,45,108273,2388,805,4728,2337,0
2574,136,0,3566,38,98725,62,64,146837,10905,1143,360,2752,0
2121,105,0,2628,26,62100,52,60,89128,5999,624,8447,2001,0
2577,98,0,2945,30,58390,16,47,67656,16238,561,1446,1532,1
2704,18,0,1094,8,15605,7,2,7009,5834,54,0,309,1
2181,119,0,3231,33,62785,55,22,147623,4988,498,5785,2018,0
2171,116,0,2824,21,71400,43,40,110306,5065,730,720,2173,0
3015,150,0,3412,54,172225,68,73,299348,25032,2090,11133,4514,1
2780,144,0,3931,29,110040,61,47,180475,7325,1425,3504,2655,0
1987,103,0,2555,10,58480,41,41,76462,10732,655,0,1992,0
4978,149,0,9463,23,99620,50,14,95811,5420,299,0,1343,0
2360,131,0,3437,44,79270,46,60,114807,7169,820,4105,2375,1
2290,132,1,3422,41,70450,55,37,162466,8065,608,4022,2470,0
2100,103,0,2429,22,63615,59,68,120353,11011,676,610,2070,0
2661,126,1,3151,31,94370,52,64,172660,20875,1178,3716,2601,0
2719,147,0,3722,39,117950,56,99,210655,14151,1234,627,3037,1
2903,146,0,3862,41,118885,62,50,198492,7796,1506,2854,2976,0
2452,118,0,2910,26,78235,50,35,116415,2736,781,2368,2212,0
3298,135,0,3508,27,115795,49,29,151012,10221,1366,5958,2530,0
3094,140,0,3984,22,112545,37,45,214235,9173,1197,1147,2511,0
2348,134,1,3261,42,96075,62,45,116482,7885,1140,400,2890,0
2875,113,0,3358,38,77110,23,60,89421,24043,749,7364,1756,1
2931,126,0,3860,43,81150,36,46,116960,21525,695,10263,1966,1
3505,146,0,5079,47,100480,36,21,151411,30864,689,2265,2066,1
2369,122,1,2900,25,74640,51,63,111162,7186,938,1668,2553,0
2831,140,1,3666,37,105255,61,60,140896,5783,1104,0,2590,0
4438,134,0,7416,14,75640,35,31,79602,4009,378,310,1155,0
2164,98,0,2604,20,53970,31,67,83501,13655,691,75,1810,0
2482,143,1,3875,45,95430,60,78,160416,9251,1181,750,2725,0
2655,149,0,3531,36,119550,55,112,177624,8131,1381,2599,3292,0
2597,106,1,3151,46,58100,21,61,110787,12111,527,6758,1651,1
2585,150,0,4055,37,118400,66,40,187578,15571,972,315,3085,1
2941,141,0,3566,41,120435,27,59,128742,24007,1529,1891,2663,1
1937,99,0,2427,10,56035,42,60,104738,3857,627,3137,1985,0
2139,137,0,3221,35,85280,64,58,127196,2278,789,250,2725,0
4134,131,0,7748,15,68070,28,37,57400,3496,257,1798,1013,0
2558,88,0,2585,35,52760,21,51,84312,18471,356,5756,1469,1
2676,107,0,2880,35,76540,19,34,82421,22970,742,545,1896,1
2799,137,0,3593,50,102680,28,86,129647,20313,1173,4661,2488,1
4655,150,0,7613,19,130245,40,36,101308,4171,526,4520,1680,0
3938,145,0,7278,64,22735,33,0,49324,1467,328,4163,1597,0
2870,134,0,3815,43,106400,40,62,107141,5872,1189,1102,2265,0
4891,145,0,8635,19,95910,47,24,109167,8548,415,2719,1258,0
4265,130,0,9435,14,53660,47,5,85007,6803,127,0,902,0
2414,133,1,3453,41,85045,65,71,155509,5705,612,2837,2337,0
5833,126,0,6790,28,97265,10,11,64035,16856,351,560,1096,1
2840,121,0,3735,47,82005,26,63,108292,24933,613,11079,1810,1
2446,117,0,2998,38,78300,25,126,101313,19080,834,6670,2108,1
2184,105,1,2260,23,77715,44,109,72374,5751,1054,1662,2618,0
1589,86,0,2146,12,39385,61,38,89936,1946,209,51,1764,0
2576,108,0,2678,15,84430,34,52,81758,7130,1053,1632,2163,0
2846,147,0,3505,44,128610,38,81,191404,18586,1439,8427,3061,1
5243,150,0,8831,48,155530,38,15,308431,13698,425,0,2042,1
2711,144,0,3241,34,112085,35,82,121693,13165,1331,2456,3119,1
2470,131,0,3177,38,81535,39,55,153010,25909,927,19712,2558,0
2509,128,0,3322,32,83705,31,24,106712,25214,948,125,2336,1
2630,142,0,3701,47,99900,40,48,131239,21944,936,552,2632,1
5774,143,0,9698,18,89610,29,27,59708,12857,422,924,1055,1
2143,89,0,2370,19,51755,44,34,67144,2415,630,1108,1692,0
3116,142,0,4272,41,101900,63,14,115970,10351,536,400,2253,0
2710,150,0,3716,33,120910,53,86,191539,16097,1651,0,3222,0
2168,104,0,2567,15,66690,49,52,111627,9924,759,617,2081,0
2784,147,0,3836,61,133340,55,39,149690,21286,1254,2157,3080,1
2820,117,0,4439,28,59690,38,23,82028,2630,531,0,1483,0
3048,150,0,4061,63,154805,80,51,333031,22156,1624,0,3683,0
2559,141,0,3648,47,99390,37,78,152228,15293,930,5573,2670,1
2618,147,0,3537,53,107635,78,61,173814,6643,1225,1509,3167,0
5918,150,0,9002,43,206055,69,19,302949,23874,606,2585,2473,0
2915,128,0,3852,52,83930,26,50,123332,23508,905,0,2023,1
2361,145,0,3601,57,93815,38,39,166630,17221,811,9765,2751,1
2917,142,0,3765,40,104020,63,41,136060,18974,1078,0,2584,1
6098,150,0,9152,56,195575,58,21,263307,24018,675,12980,2394,1
2726,134,1,3727,38,103650,28,77,105870,21573,1098,0,2594,1
2663,122,0,3815,47,77560,49,39,130689,20502,580,1703,1984,1
2090,119,0,2864,24,71610,67,58,129944,5388,705,1438,2311,0
3059,150,0,4091,62,154355,63,24,282872,18157,1731,13267,3797,1
3087,148,1,3840,34,131620,61,96,186547,9695,1620,2998,3018,0
2231,63,1,2439,22,32750,11,70,43142,1242,317,1070,927,1
2719,73,0,2348,31,50230,15,55,48408,15561,426,2597,1230,1
5592,146,0,8608,36,127705,32,28,130393,13622,510,1561,1486,1
2419,122,1,3108,49,88640,51,37,145921,12602,638,3161,2656,1
2209,115,0,2728,20,74495,54,73,99777,5169,936,1100,2320,0
3207,148,1,3884,55,134280,64,30,177749,17496,1270,0,3259,1
2771,125,0,3444,49,88135,30,66,101252,23158,757,1259,2091,1
2230,93,0,3019,15,44930,37,34,63285,823,301,0,1419,0
2017,89,0,2586,15,48515,52,17,66378,3034,479,186,1553,0
2747,150,1,3743,57,123820,75,51,215990,7304,1359,0,3375,0
2164,130,1,2771,39,90345,54,30,123746,5675,748,1434,3101,0
2722,147,0,3875,54,107685,58,50,190193,11533,1015,13523,2918,1
2761,82,0,2681,26,52800,11,77,53199,22074,571,3282,1288,1
2394,145,1,3991,49,94665,66,41,163904,10971,770,0,2772,0
3008,150,0,4128,51,107095,40,53,171131,23146,1200,11624,2644,1
2641,129,1,3156,54,97355,63,40,192235,16432,707,16266,2898,1
1962,104,0,2528,20,56535,47,16,81947,2891,789,2399,2037,0
2355,136,0,3364,28,80340,51,55,108856,5257,960,2907,2520,0
2198,127,0,3161,28,74280,71,54,122057,2609,754,170,2365,0
4726,146,0,8429,19,105890,46,33,93788,12377,354,0,1397,0
2933,142,0,3852,47,103015,44,72,145633,20815,1215,480,2626,1
2620,127,0,3475,32,85890,56,51,118151,4767,872,2523,2324,0
2648,102,0,3241,40,61915,28,87,86252,19226,557,3530,1571,1
2774,140,0,3686,48,108630,30,71,152695,13942,1234,8312,2645,1
3752,54,0,3535,10,27545,19,4,16324,5180,105,1557,508,0
4892,145,1,8200,21,106420,50,17,118817,6000,367,3085,1657,0
2011,71,1,2104,5,43920,22,41,46113,4255,463,1459,1399,0
2886,135,0,4044,39,92445,50,70,137070,16246,1229,7181,2255,1
3365,150,0,3809,55,178405,57,89,263030,30696,2257,2933,3715,0
2692,148,0,3563,46,126330,72,72,196349,15356,1424,0,3275,0
2725,131,0,4065,59,73520,47,34,132728,9801,651,2137,1977,1
912,22,0,669,4,9240,14,0,2159,1407,22,3710,624,0
2934,150,0,4074,57,130870,67,56,245024,24896,1945,400,3540,0
2496,146,0,3588,44,95940,56,66,187978,10541,1097,290,2799,0
2117,76,1,1993,18,35820,26,24,44459,4333,294,388,1615,0
2711,139,0,3611,43,86295,56,45,152585,24347,982,1953,2470,0
5821,148,0,9028,41,108330,25,38,95862,18767,362,3436,1295,1
2484,98,1,3157,23,54125,35,21,69274,7667,321,1174,1550,0
2656,148,0,4123,53,99045,71,48,204935,7426,793,2725,2667,0
2854,141,0,3899,39,93255,43,54,137284,22014,1251,653,2485,1
4553,125,1,7238,20,103695,36,14,94914,7310,357,14171,1577,0
1992,91,1,2100,20,51155,38,59,58876,2510,500,332,1950,0
2269,108,0,2537,15,77380,40,46,88456,5607,905,2722,2214,0
2231,134,0,3110,19,81610,47,70,122603,3114,1055,4853,2739,0
2076,95,0,2446,18,51735,38,48,75383,5560,593,2870,1796,0
2803,119,0,3218,36,84495,34,46,128609,17890,836,10840,2082,1
2967,147,0,3670,26,139920,35,50,214202,5014,2162,8631,3220,0
2151,98,0,2616,26,52390,42,80,81430,3817,506,240,1789,0
2914,145,0,3932,39,104710,34,44,141496,19641,1363,10282,2514,1
3082,144,0,4161,37,103770,39,89,146475,20818,1292,10253,2396,1
3195,145,0,3829,70,139415,56,60,187981,29187,1588,14774,2878,1
2765,149,0,3960,45,113600,54,66,230153,3595,1446,1310,2977,0
5494,150,0,8620,41,143235,45,25,154588,10052,650,10799,1832,1
3216,150,1,4268,72,139555,79,36,274355,24377,1233,21,3210,1
3076,134,0,4103,44,100750,38,82,143756,23040,1040,5345,2100,1
5973,150,0,7364,41,192075,42,32,200682,14811,737,13751,2321,1
2851,106,1,3376,36,63000,16,43,61954,19931,710,0,1619,1
2674,139,0,3731,43,97440,55,51,216583,2880,1042,5281,2621,0
3612,131,0,3655,38,119295,34,29,105254,19764,1227,3455,2340,1
2531,117,0,3301,41,81220,22,73,89217,19775,775,1675,2068,1
2183,66,1,2047,18,39850,21,26,36440,8249,343,153,1250,1
3363,113,0,3504,42,84560,15,66,94853,22929,837,165,1675,1
6596,150,0,10936,36,129745,29,42,99843,18613,451,2140,1333,1
2160,120,0,2960,21,69550,56,71,99738,3992,854,2639,2202,0
6712,150,0,9848,34,146930,15,31,123992,19381,578,0,1406,1
2222,144,0,3483,34,88860,47,56,170794,8471,988,5201,2806,0
2958,144,0,3862,56,115945,45,65,207775,17091,1327,0,2684,1
2654,134,1,3348,66,88760,44,31,183867,12737,556,3914,2479,1
2496,99,0,2777,34,66625,19,56,80842,17623,632,0,1752,1
2672,150,0,3829,49,113310,44,71,155567,18900,973,8339,2920,1
5543,116,0,7527,28,59610,13,26,57051,12450,251,0,815,1
5845,150,0,10286,39,139700,34,19,144093,8677,463,450,1486,1
2765,119,0,3594,44,73500,29,80,123727,20440,688,4297,1832,1
6465,141,1,9175,28,98450,23,26,81615,15013,410,3059,1031,1
2938,119,1,3380,20,84575,39,40,204028,17309,436,1251,2065,0
2248,116,0,2883,30,74870,42,63,82704,10540,772,0,2139,0
2814,135,0,3964,68,85450,33,41,143763,20810,816,6955,2170,1
1958,85,1,2407,18,47060,41,47,101763,11272,466,2170,1603,0
5641,135,0,7457,30,103415,21,28,91275,14612,313,480,1154,1
3141,104,0,3373,102,71025,24,28,170864,10698,488,9410,1593,1
6380,150,0,8718,33,149890,38,49,140405,15413,604,13663,1736,1
2816,147,1,4232,56,101520,38,38,175226,22808,917,14647,2421,1
2688,144,0,3847,45,91775,70,48,211733,23359,944,5451,2672,0
1465,28,1,1435,3,10655,2,24,10669,411,101,0,420,1
2533,91,0,2946,28,50295,12,57,56415,19101,448,6353,1351,1
2626,135,0,3316,25,103345,55,66,139422,1436,1300,475,2629,0
2619,70,1,2388,24,39265,41,17,66575,3875,241,562,1198,0
2468,110,0,2769,28,76090,44,58,103678,9731,967,2874,2099,0
2595,106,0,3195,41,65425,26,57,97783,27686,568,20904,1693,1
2585,68,1,1924,29,47555,14,49,46419,13017,397,361,1380,1
2665,141,1,3771,42,100100,52,44,160289,2552,1029,4033,2788,0
3062,145,1,3716,44,173925,77,67,295662,21251,2165,0,4104,0
2578,145,0,3596,42,110470,62,68,150543,18141,1163,2188,3007,0
2458,96,0,2605,33,63110,14,45,55231,20370,632,2342,1732,1
2724,120,0,3545,45,79785,30,61,114938,14612,867,400,1920,1
2428,108,1,2886,35,68090,48,40,89913,7092,832,1855,1880,0
5171,150,0,10283,45,143015,56,13,195982,1905,457,400,1915,0
2241,121,0,3043,23,68625,49,20,116524,4482,738,401,2275,0
2226,129,1,3472,35,76545,63,40,134427,7050,641,5464,2312,0
3056,101,0,2993,37,81090,17,39,69639,21523,677,2064,1659,1
5696,150,0,7679,16,120495,25,33,94609,6786,909,1756,1568,0
3182,147,0,4503,62,118310,43,67,284830,20624,1122,1815,2734,1
3138,150,0,4223,56,127640,38,81,168552,23770,1611,380,2849,1
2866,141,0,4087,46,99710,36,62,148379,18482,1030,0,2285,1
2097,134,0,2959,30,94610,50,17,135127,2594,882,8,2812,0
5860,127,0,8253,23,70275,11,19,63336,21353,329,1113,937,1
3084,28,0,1577,14,16970,6,14,7137,6352,63,957,372,1
3438,128,0,4291,51,85785,30,48,120234,20901,799,157,1750,1
2931,148,0,3768,41,120670,37,77,181406,23408,1575,120,2957,1
2840,147,0,4045,40,131845,52,75,138290,10347,1283,0,2874,0
2125,110,1,2919,18,62530,45,45,74043,7727,756,0,1995,0
5077,148,0,7437,23,122725,49,31,126534,6599,628,6831,1697,0
2315,130,1,3404,24,79170,61,53,113367,2522,973,0,2353,0
3500,146,0,4798,30,111920,55,38,142939,14004,912,3003,2221,0
1795,78,0,2126,13,39350,63,21,93516,3258,375,275,1555,0
2809,98,0,2900,24,63955,17,38,63753,20197,569,5758,1598,1
2658,150,0,3928,36,113960,48,64,181200,14435,1639,0,3191,0
2097,120,0,3024,33,66275,77,42,98285,519,651,2328,2231,0
1944,91,0,2248,13,54940,41,38,58532,9240,663,2249,1870,0
2583,144,0,3698,43,93485,56,39,169940,25907,973,8227,2785,1
3312,150,1,3785,52,153195,60,95,279215,17006,1778,1040,3440,0
2910,149,0,3905,48,132155,57,59,189130,13584,1597,5985,3068,0
5364,146,0,7554,31,104980,23,17,94450,20466,382,4649,1397,1
2382,97,0,2788,34,61580,24,72,74312,11352,554,2048,1685,1
3084,139,0,3441,28,115795,58,71,163136,11990,1530,640,2852,0
3045,115,0,3457,38,78495,30,63,106628,28209,797,4223,1800,1
1788,106,0,2684,15,55090,60,55,66566,2627,510,12854,2036,0
2892,146,0,3831,43,112145,48,51,161445,18102,1557,11412,3136,1
2471,138,1,3373,30,96340,64,43,183346,8958,1159,41129,2995,0
2504,118,0,3325,38,66910,30,49,119055,15928,654,3045,1923,1
431,34,0,936,0,11460,0,42,15417,915,151,0,1703,1
2287,86,0,2588,45,51225,17,25,57946,11934,325,360,1451,1
3051,140,1,3725,28,108725,36,71,152233,26068,1433,5264,2583,1
4778,146,0,6587,15,130950,37,36,107014,11457,615,540,1817,0
2473,113,0,3015,52,76465,18,60,115324,18593,642,0,1986,1
5428,150,0,8661,37,143570,42,17,166256,14110,499,14152,1721,0
5809,150,1,11775,51,138905,40,14,142539,17763,383,1647,1703,1
6652,141,0,13922,31,68175,14,20,75381,12042,179,3410,677,1
3066,133,1,3144,47,145145,53,44,206017,18070,1663,0,3589,1
3689,150,0,4711,46,170635,74,40,190611,19065,1385,24455,3523,0
4989,60,0,4812,14,28360,25,3,18800,2223,109,0,439,0
2983,150,0,3774,95,187120,85,59,337569,20028,1816,753,4803,0
3261,135,0,4390,7,107005,30,39,230400,8703,907,0,2097,0
1849,112,1,2334,15,63895,42,50,90561,2186,659,562,2550,0
2395,130,0,3089,26,94940,37,56,108828,4974,1128,250,2520,0
2162,115,0,2681,19,71510,45,49,95931,6920,840,0,2288,0
2391,90,1,2446,30,58255,16,55,84886,15956,440,4179,1690,1
2885,136,0,4349,99,86310,34,20,188049,19356,523,5051,2035,1
3024,139,0,3914,45,98135,34,61,137142,19072,1014,2627,2225,1
558,16,0,880,2,5895,3,10,8832,196,54,0,559,1
2615,128,0,3533,57,88560,52,56,186851,19562,517,4145,2130,1
5391,150,0,8243,40,165940,46,7,200493,13764,417,31182,2055,0
2169,118,0,2953,38,64335,68,61,109022,5338,780,1761,2198,0
1868,101,0,2454,24,48205,66,30,116615,2150,400,4952,2029,0
3010,135,0,4119,68,96620,28,64,130893,13430,1007,125,2187,1
2501,142,0,3709,32,87595,66,42,153508,5814,977,1326,2822,0
2598,107,0,3366,42,60440,18,87,87887,11935,621,2857,1592,1
2571,150,0,3268,53,116955,49,47,216494,13139,1246,25677,3518,1
2906,148,0,4051,53,114255,32,49,170292,18642,1089,2751,2718,1
2291,100,0,2787,39,61310,31,40,83853,16222,452,2278,1726,1
3475,150,1,3925,84,186825,131,36,402873,19530,2200,0,4803,1
2743,129,0,3699,47,86640,31,97,172613,19339,874,400,2097,1
2812,150,1,3740,44,143485,66,117,181276,12024,1730,12917,3771,0
5368,144,0,9339,24,86790,13,41,66623,10912,396,600,1111,1
2824,145,0,4068,46,94325,51,49,142896,30392,980,400,2492,1
5702,150,1,7880,46,137880,52,27,176662,15841,419,0,1733,1
2878,150,0,3893,48,133030,76,53,220606,7157,1271,0,3385,0
2615,138,0,3504,32,93595,69,86,137270,2274,970,0,2656,0
6560,150,0,9339,42,152780,36,23,172224,12536,635,2827,1702,0
751,4,0,399,1,500,3,1,1652,0,6,0,111,0
2744,150,0,4140,51,115215,66,49,204285,17963,1360,6158,3177,0
1647,90,0,2276,12,44545,35,46,83134,1174,382,680,1754,0
2742,22,0,1111,16,14610,8,4,9457,5635,57,109,371,1
2932,142,1,3675,59,125590,80,65,311745,15182,1230,10962,3374,0
5393,148,0,9065,29,135810,42,30,108744,9761,524,1676,1555,0
2941,110,0,3142,38,88760,19,63,77700,20934,889,1821,1844,1
3074,141,0,3856,53,126375,46,52,209405,18856,977,2799,2788,1
2503,126,0,3143,33,89520,22,47,109979,22704,937,10529,2328,1
2899,144,0,3769,47,107045,53,65,182809,32521,1171,5860,2624,1
5624,150,0,8531,44,138775,55,14,143709,14148,413,1939,1631,1
2385,121,1,3076,30,73945,44,71,119362,5766,786,6607,2224,0
2611,103,0,2826,34,72665,11,88,72494,22109,667,3272,1750,1
3393,147,0,3973,46,129310,40,51,209808,26361,1390,8035,2711,1
2872,136,0,3865,46,91790,47,59,113390,22744,945,125,2286,1
2107,111,0,2613,15,67165,45,89,70450,3349,837,2352,2277,0
2443,114,0,3064,32,74775,24,39,93383,17199,723,11213,2008,1
2828,108,0,2936,34,78030,16,104,89609,25201,781,1165,1882,1
2978,146,1,4035,47,106015,44,63,180949,8719,1245,10383,2574,0
2469,137,0,3479,41,89275,40,56,142236,13182,815,2931,2490,1
2723,148,0,3624,46,134965,62,57,243056,21453,1567,0,3564,0
2507,135,1,3408,42,89810,42,55,152762,18171,814,5353,2537,1
6266,150,1,9670,32,123605,38,32,119092,19109,417,8330,1462,1
5811,150,0,9881,34,118535,24,49,99168,13386,505,4623,1368,1
3131,115,0,3530,36,87560,30,73,94045,23748,810,1582,1792,1
2610,134,1,3526,49,104970,56,41,157114,17968,853,3618,2996,1
1824,86,0,2275,12,42630,37,56,71614,5449,460,888,1679,0
2586,130,0,3848,47,69855,31,82,121153,19906,804,703,2066,1
5939,150,0,7559,44,171030,34,55,191120,19775,874,2981,2085,0
2458,128,0,3244,30,79575,43,106,94215,14226,941,240,2318,1
4075,126,0,6826,22,77980,39,22,83286,3351,272,120,1129,0
3151,145,0,3741,56,124600,38,70,200920,25500,1185,11731,2754,1
5429,150,0,9806,34,102790,23,28,104619,11168,360,14445,1274,1
2622,125,0,3376,39,90805,28,99,113676,22463,861,4388,2227,1
2649,148,0,3616,33,121355,57,58,201144,15077,1317,9314,3282,1
2124,92,1,2376,31,52210,25,64,60941,14405,502,10395,1813,1
2476,137,1,3174,26,104495,81,37,137646,8990,1397,0,3095,0
2596,140,0,3525,44,88795,49,20,127973,15681,795,4508,2595,1
2937,150,0,4158,61,106585,61,54,207845,14437,1051,1936,2756,1
3357,127,0,3509,28,107825,31,53,103509,25826,1118,2153,2188,1
2134,113,0,3029,33,57525,66,63,105009,1863,537,5758,1981,0
2702,100,0,3259,46,64855,27,44,77694,20179,514,0,1512,1
2675,143,0,3660,32,108130,47,67,119292,8174,1255,2376,2696,0
5741,147,0,9373,25,96400,32,18,92329,15125,408,9988,1159,1
2937,141,0,3806,41,113445,50,64,150143,26420,909,11276,2618,1
2957,143,0,4066,51,100335,41,80,156757,22687,964,26067,2409,1
2589,127,0,2940,21,102635,36,58,138014,9826,1318,7864,2655,0
2203,122,0,2742,27,79015,45,64,160653,9486,980,3324,2548,0
2791,131,0,3746,45,74115,37,48,114167,26998,832,817,2098,1
2905,148,1,4326,55,106150,55,84,187946,17870,1101,11754,2621,1
1829,103,0,2380,15,52205,47,27,64247,4865,693,1756,2089,0
2199,97,1,2586,20,49795,52,59,73933,11343,629,3452,1783,0
4490,114,1,8008,18,47490,12,9,30644,3269,220,1976,745,1
2296,117,0,2587,12,89095,30,72,111886,10458,1311,7315,2533,0
3000,126,0,3873,42,84595,30,69,115868,18207,1071,1209,1975,1
2929,146,0,3789,50,125070,39,84,185389,21128,1198,1150,2839,1
2423,139,0,3624,36,86400,54,76,116029,6012,1032,0,2521,0
2151,119,0,3190,30,65845,48,48,107586,5931,587,8346,2090,0
2881,141,0,4121,33,92200,35,86,101415,13190,1235,7649,2303,1
2705,142,0,3644,70,110155,74,46,199671,13784,967,14496,2885,1
1930,90,0,2206,12,56550,36,59,62608,6403,696,691,1891,0
3053,147,0,3641,36,123220,45,96,160167,23816,1274,0,2994,1
2372,127,0,3172,30,79045,55,60,139986,5881,823,2490,2391,0
2275,119,0,2833,30,83435,58,57,123561,4192,739,7380,2482,0
2988,150,0,3835,42,134640,64,35,175108,11642,1468,550,3251,0
2669,142,0,3502,34,110205,50,124,136352,13882,1211,4187,2869,0
2349,139,0,3228,32,99635,39,79,115540,9868,1015,6673,2821,0
2958,150,0,3820,63,158925,100,46,323139,27521,1912,0,4562,0
2601,140,1,3397,37,107215,53,68,173368,16459,1323,12507,2781,0
2447,32,1,1487,6,22455,7,26,8802,573,125,0,566,0
2682,143,0,3551,32,112865,48,62,168920,3032,1438,195,2878,0
2974,147,0,4322,53,114240,60,62,222068,22595,1436,1035,2950,0
2910,146,1,4210,46,107785,31,82,154545,17334,1229,7067,2465,1
3012,150,0,4194,60,146840,71,56,231633,20713,1508,21066,3696,1
2802,138,0,3794,47,97720,37,57,168708,19488,963,11596,2458,1
6292,149,0,9119,41,138210,19,32,114328,12117,564,480,1379,1
4790,150,0,7499,30,180685,52,31,204804,13640,716,7073,2436,0
2661,135,0,3494,37,96435,49,69,130072,25919,1009,1992,2683,1
2999,150,0,4099,45,132400,54,52,318669,17638,1712,3961,3242,1
2690,141,1,3530,45,119115,32,101,140530,15014,1180,11253,2891,1
2977,69,1,2716,31,45160,18,34,50319,12376,406,1903,1000,1
1945,89,0,2377,19,45270,41,33,77674,1983,385,700,1617,0
5106,138,0,7512,26,86630,12,22,73256,11787,312,1633,1206,1
2831,133,0,3315,23,100820,47,42,109711,9280,1322,0,2546,0
4075,119,0,7388,13,58705,28,17,39986,1713,190,2839,889,0
2438,139,0,3419,39,92520,48,41,173169,2310,959,2647,2598,0
3618,57,0,2700,15,41410,17,0,21365,6520,69,0,718,1
5879,148,0,9221,36,100725,38,17,139496,12316,358,7114,1172,1
3118,148,1,3874,67,153990,80,60,264146,19280,1796,19613,3527,0
2582,121,0,3640,53,77210,26,80,115415,15027,574,250,1894,1
5384,149,0,9922,38,94565,19,48,88040,15634,332,400,1204,1
2703,144,0,4083,45,91875,65,33,181731,17890,768,3406,2477,1
3592,143,0,4441,28,110745,55,31,129035,15159,909,5755,2178,0
5618,142,0,9507,26,83260,26,27,75072,11748,385,1543,1010,1
2962,150,0,3734,47,135820,55,96,217064,14610,1614,9145,3409,1
2643,89,0,2856,40,57770,18,48,80518,24265,426,9010,1422,1
2987,125,0,3672,41,83360,32,68,123511,25422,796,5669,1963,1
3169,129,0,3629,38,107970,52,72,121371,24393,956,3550,2270,1
6523,141,0,9097,29,105590,13,18,70045,26933,422,8163,1001,1
2838,150,0,3629,57,150390,62,58,231256,17747,1329,519,3615,1
2870,125,1,3293,23,96320,56,49,127474,8258,1094,230,2296,0
4401,150,0,8199,36,110405,24,16,88518,10937,373,8310,1564,1
2213,116,0,3016,28,69665,61,35,113455,5817,632,1557,2122,0
2334,120,1,3207,28,66220,74,69,144188,2123,528,0,2196,0
2257,107,0,2756,26,62975,46,65,99928,6451,1044,0,1956,0
2676,132,0,3597,52,86250,35,69,159086,22664,715,4398,2218,1
2500,114,1,3001,19,72500,45,41,92418,18310,997,1500,2025,0
2739,138,0,3609,34,90385,54,43,118134,25424,1061,4117,2507,0
2902,149,0,4431,58,102890,71,52,194389,15241,981,3877,2611,1
2733,150,0,4052,53,103855,51,67,181157,19987,1020,3422,2749,1
4624,60,0,3674,13,13485,26,0,10936,7677,79,32,563,1
3285,150,0,4259,53,142360,71,106,229040,17033,1617,2569,3295,1
5791,147,0,8652,31,111775,17,51,88771,19673,490,400,1297,1
3083,130,0,4120,49,86500,36,72,122061,21709,1020,3755,1871,1
2299,130,1,3359,41,79170,61,37,113765,1944,709,5453,2634,0
