gold_per_min,level,leaver_status,xp_per_min,radiant_score,gold_spent,deaths,denies,hero_damage,tower_damage,last_hits,hero_healing,duration,radiant_win
2855,97,1,2756,42,66870,18,39,94655,18574,627,941,1689,1
2901,139,0,4147,47,92720,38,55,134195,25284,908,5311,2182,1
1794,88,1,2079,11,62185,43,70,69979,4281,521,400,1950,0
6403,150,0,8943,26,134580,28,20,137207,21761,560,3206,1515,1
2491,129,1,3328,27,88885,45,55,140419,11499,1215,19384,2371,0
3252,144,1,4016,41,136445,50,90,193918,13908,1416,4072,2767,0
2979,131,0,4369,30,75165,45,42,148528,12402,556,643,1818,0
3208,150,0,3867,32,172330,56,79,211521,26433,2453,3993,3900,1
5642,150,1,10372,34,181585,45,14,214004,11214,883,2337,2087,0
2591,129,0,3240,58,96210,42,90,138934,24036,769,400,2362,1
2362,99,1,2706,30,58290,51,26,87303,3208,383,448,1863,0
2439,141,0,3340,35,113670,59,77,212538,10057,1177,10173,3054,0
3560,148,1,4990,49,107195,35,48,139841,15797,880,7267,2249,1
2523,147,0,3884,45,93985,63,37,171619,2534,935,7283,2668,0
5663,150,0,9213,38,154480,36,30,169876,14486,702,2404,1834,1
3008,130,0,3577,55,98930,42,90,191998,21187,766,10177,2185,1
2342,115,0,3081,24,69965,53,46,135399,7964,675,2412,2100,0
2373,124,0,3049,18,87675,55,95,131720,15361,1088,18777,2608,0
1620,67,1,1770,13,32380,30,22,42067,2269,207,351,1550,0
2559,148,0,3807,44,109170,74,44,197050,4023,1091,0,3318,0
3215,136,0,3693,40,111350,30,112,130218,22273,1224,9027,2395,1
2934,123,0,3457,19,86755,29,48,114030,19691,780,487,2003,0
5102,150,0,7761,26,137415,48,29,121850,10993,518,1895,1840,1
5768,146,0,9142,37,105730,19,21,118373,18595,412,12596,1210,1
2087,97,1,2752,18,54430,37,35,79063,2851,534,0,1761,0
3135,148,0,4056,46,123415,32,45,185758,21121,1465,5202,2714,1
2878,149,0,3831,55,122500,82,40,268805,4841,1441,6383,3317,0
3441,150,0,3916,65,187900,94,95,270085,28902,2100,0,4367,1
2757,134,0,3887,49,90385,52,62,146157,22695,772,13267,2329,1
1820,94,0,2068,10,56325,51,50,102330,2548,641,5569,2188,0
2898,143,0,3974,42,110330,45,56,170529,19634,1198,170,2760,1
5675,148,0,8630,41,160610,47,10,233649,20887,557,3102,1961,1
2827,121,0,3498,37,91430,27,81,85507,24315,792,3152,2091,1
2494,150,0,3770,53,104075,60,42,182984,5056,989,9507,3090,0
2435,145,0,3551,30,103700,58,77,125538,9586,1193,313,3052,0
2073,56,1,1616,4,29270,27,10,33488,1576,265,0,1317,0
2694,134,0,3790,32,90165,42,99,132704,9266,1182,5902,2298,0
2623,128,0,3506,32,84380,23,79,114724,24682,1082,6769,2151,1
1912,89,0,2442,12,48585,41,53,63532,3197,585,2490,1635,0
3233,144,0,3941,42,138525,65,56,159904,23010,1833,2115,3074,1
2570,145,0,3931,35,96840,51,36,168150,8521,1079,7611,2594,0
2491,118,0,3523,45,65805,31,33,90561,16035,659,11635,1895,1
5076,142,1,8234,28,115555,42,16,120303,2979,460,5584,1606,0
2267,112,0,2711,21,76680,40,74,81730,6178,967,1551,2212,0
2910,129,0,3754,41,95385,30,47,125610,24623,901,23424,2066,1
2326,135,0,3189,25,96335,56,52,157294,6120,998,2060,2785,0
2681,118,0,3286,34,81170,33,71,90552,15334,940,14266,2054,1
3988,134,0,7237,9,70245,38,9,67898,2653,279,1101,1191,0
2766,87,0,2829,44,53820,22,55,86384,11838,421,0,1362,1
2919,140,0,3664,35,110795,32,133,125543,14864,1453,1880,2565,1
3197,143,0,4140,49,102555,37,78,146239,27927,1108,880,2326,1
2669,150,0,3794,38,124395,46,74,124013,8622,1338,19445,3137,0
2802,132,0,3696,53,90025,32,76,117423,18027,809,16708,2154,1
2448,137,0,3423,28,99595,39,48,115471,19176,1017,11321,2726,1
2609,138,0,3917,49,84595,42,67,137456,12798,963,4050,2344,1
3171,125,0,3716,39,93470,19,54,106186,20291,1144,775,1973,1
1880,91,0,2216,5,51890,32,32,61288,4031,822,3023,1809,0
6287,150,0,9609,42,180790,52,16,134455,35632,661,2721,1945,1
4900,146,0,8235,14,102255,33,42,116182,479,398,362,1383,0
2569,138,0,3539,47,103715,40,49,234544,15901,1036,15597,2675,1
2282,128,0,3270,29,80085,51,77,148661,6790,935,0,2417,0
2993,125,0,3699,50,92575,40,50,105720,18687,754,0,1981,1
2971,130,0,3665,34,95165,29,63,137629,27008,978,1690,2184,1
2093,119,0,2892,25,75450,46,41,128875,9151,851,2829,2356,0
3392,150,1,3703,72,177640,103,69,261482,16473,1940,3271,4253,1
2846,133,0,3922,45,94925,29,74,141599,22951,899,15708,2199,1
3107,148,0,4279,41,109935,50,61,141939,19647,1426,4055,2415,1
2996,150,0,3822,47,130560,62,48,206066,18345,1499,19794,3187,0
2234,106,1,3003,23,47480,55,35,85662,7846,463,0,1747,0
2696,126,0,3532,37,82335,36,48,144569,26801,884,2448,2181,1
3050,111,0,3511,45,77400,14,66,83408,22053,785,0,1761,1
3150,148,0,3611,44,141990,48,96,216336,20063,1827,7611,3242,1
1827,104,0,2355,18,58280,34,95,88594,1788,583,0,2182,0
2595,128,0,3446,26,83240,47,77,135879,5230,852,1418,2189,0
2705,115,0,3185,36,86525,27,65,138560,22121,632,14793,1966,1
2685,139,1,3569,49,111595,45,37,126226,16280,1084,0,2903,0
2892,132,0,3824,45,92800,37,68,140680,27772,953,6720,2149,1
5922,149,0,10252,37,92710,29,17,107347,18131,308,120,1140,1
4374,150,0,8625,18,102195,34,13,79451,4332,388,2944,1589,0
6826,150,0,9181,29,162085,23,40,114349,23206,831,3650,1523,1
2487,147,0,3552,42,97765,66,30,167213,4106,891,6390,2883,0
2769,107,0,3069,31,72380,12,31,90133,19976,939,4827,1797,1
2744,136,0,3434,34,89720,26,79,126583,23745,1027,8774,2454,1
2698,91,0,2797,26,57490,12,78,56911,23571,561,3971,1432,1
2568,145,0,3282,24,104520,58,46,159164,5309,1260,12,3090,0
3895,146,0,5565,54,114020,34,60,122776,27446,681,0,1874,1
3334,142,0,4611,39,111545,46,41,100125,11315,874,340,2329,0
3553,131,0,7337,13,56245,32,19,67088,969,175,3274,1095,0
2893,136,0,4023,33,91765,51,36,106530,5667,714,7191,2197,0
5719,113,0,7117,25,69265,10,26,58907,15607,262,7299,817,1
4608,150,0,6785,19,137840,39,29,189897,3405,650,23486,2037,0
2592,139,1,3384,52,101455,32,102,166412,10826,921,1289,2691,1
2872,150,0,3836,59,125980,82,52,218062,17478,1199,905,3450,0
3002,150,0,4084,53,133375,77,38,301938,13775,1353,9198,3418,0
3187,148,1,3920,60,164685,60,69,201330,24556,2054,11587,4080,1
2537,144,0,3632,41,104130,61,52,161170,8901,1145,0,3060,0
2714,139,0,3362,44,112970,42,54,164869,14570,1314,9477,2805,1
4221,145,0,7515,19,98430,35,26,72074,4023,317,4633,1437,0
2916,150,1,4245,59,113840,54,62,223200,20003,1021,3397,2782,1
1716,84,1,1970,17,45535,48,36,60686,1455,306,2824,1849,0
3012,123,1,3752,49,89680,26,78,116365,21702,887,3124,1889,1
2534,136,0,3157,43,101680,60,56,155947,17087,874,3886,2884,0
2951,128,0,3465,32,91650,38,56,128201,26289,1361,125,2214,1
2705,144,1,3577,54,112220,45,61,169638,23518,866,853,2862,1
1680,89,0,2148,17,43425,42,65,78996,2992,393,452,1800,0
5649,150,0,8050,33,129740,21,18,123999,27391,533,5078,1562,1
3075,143,1,4379,57,108645,41,56,186974,19240,1037,18778,2494,1
2492,128,0,3383,19,84545,39,50,89939,9999,1125,855,2228,0
2885,139,0,4135,53,92615,58,74,191804,23897,989,2697,2323,1
2820,120,0,3181,26,93710,21,103,106769,23635,981,860,2066,1
2959,144,0,4237,46,106000,48,100,208217,11296,1125,0,2522,1
2391,98,0,2487,22,65685,20,31,83477,17408,547,0,1853,1
6065,150,1,8413,42,146940,38,30,186785,11609,521,410,1758,1
2959,141,0,3958,47,107520,41,53,150482,19829,951,12528,2399,1
2221,78,1,1868,18,48005,41,47,43493,4321,516,2451,1841,0
2370,113,0,2822,43,78695,28,66,94457,16997,697,615,2190,1
6647,146,0,10893,39,101905,26,22,93101,17222,372,0,1089,1
2048,113,1,2641,21,70435,50,68,98298,2571,741,61,2322,0
3209,150,0,4251,73,174935,92,57,329381,12982,2246,725,4512,1
5487,145,0,8320,26,107525,26,20,93928,11170,531,1986,1339,1
2625,150,1,3751,57,110100,85,31,334823,4128,1085,1886,3443,0
2879,118,0,3618,42,83415,27,84,102691,22248,702,8468,1794,1
2235,114,0,3123,20,71410,71,29,112580,13733,711,143,2183,0
4916,131,0,6746,21,90320,41,18,77293,7530,323,1482,1155,0
2526,113,1,3027,31,95130,32,62,185377,10474,965,17552,2662,0
2132,126,0,2964,24,71635,55,55,146275,7575,777,1407,2503,0
3044,141,0,3956,69,114260,50,50,179242,15135,824,360,2532,1
3103,127,0,3693,33,82715,21,72,118529,15555,1056,3379,2064,1
4344,29,0,1749,9,19250,5,2,12465,9587,48,1406,383,1
2154,114,1,2970,30,62510,36,74,113272,5972,706,4938,2107,0
3096,150,0,3806,36,157945,56,60,214322,18551,2191,32964,3687,1
2547,128,0,3553,33,82330,58,26,107051,2331,725,400,2220,0
2124,29,0,1795,1,7755,18,9,2287,5694,85,545,375,0
2227,119,0,2901,16,71745,47,71,91039,7304,982,0,2304,0
3141,148,0,3645,56,159690,57,58,179490,23261,1908,33,3647,1
5953,150,0,8870,45,198125,61,17,243426,13550,822,1236,2489,0
2892,146,0,4426,49,99935,51,37,125512,9576,1074,5063,2470,1
2475,117,1,3045,39,83355,32,40,85711,19333,868,2648,2247,1
2786,140,0,4260,58,85175,51,53,181810,16803,776,10114,2221,1
2681,137,0,3841,36,92625,55,50,126171,5123,964,70,2339,0
2037,119,0,2674,32,70580,70,33,139588,2687,611,500,2505,0
2335,111,0,2902,23,67735,38,47,111818,11491,1221,3450,2008,0
2472,118,0,3227,36,69710,27,35,110025,21873,658,25212,2017,1
2716,126,0,3511,38,84305,26,76,90751,20613,851,3436,2100,1
2762,144,0,3904,32,117910,36,56,126339,20535,1309,280,2756,1
2865,150,0,4001,58,114850,50,89,240832,22151,1231,1306,3055,0
2936,145,0,3850,45,110835,41,77,166335,24107,1365,3147,2723,1
3119,136,0,3829,34,106255,37,35,179918,12056,1186,125,2279,1
2832,144,0,3607,47,123500,49,116,173574,27273,1532,13741,3060,0
3196,150,0,4458,70,147435,77,58,262591,25080,1515,0,3478,1
3375,149,0,3602,47,155730,50,14,268725,30691,1619,782,3649,1
2426,142,0,3349,43,98045,67,37,198974,8824,1106,13058,2972,0
2741,107,1,3014,34,72545,35,39,100238,23751,573,1596,1789,1
2798,137,0,3562,43,96735,46,46,155301,28624,961,0,2530,1
2922,113,0,3030,42,81545,20,37,114501,20610,750,8543,2015,1
2381,125,1,3140,36,87175,42,55,171424,13787,999,16362,2670,1
1954,92,0,2320,28,49240,58,26,131761,3145,467,3881,1764,0
2620,140,0,3668,28,93540,52,52,135640,18008,1220,0,2506,0
2818,149,0,4003,40,104350,44,69,222558,14776,1190,10189,2835,1
2773,130,0,3507,39,98560,39,59,117513,19758,1006,6294,2271,1
2746,144,0,3680,48,115735,41,73,147922,22942,1218,2350,2839,1
3131,135,0,3601,35,102450,37,41,125387,22297,1199,7971,2422,1
2540,140,0,3364,41,99915,43,53,142914,13070,1032,19196,2791,0
2993,143,0,4009,63,113640,52,71,175468,22933,1120,13912,2643,1
1988,141,0,2858,37,94610,65,64,152818,6100,788,480,3257,0
1961,80,0,2161,9,41250,48,53,110192,11799,487,0,1573,0
2765,109,0,3472,37,60435,33,48,78045,18823,761,10169,1635,1
1603,96,0,2287,11,42310,56,8,69469,916,443,1792,1929,0
2764,150,0,3372,61,129950,42,42,327678,7143,1445,13901,3688,1
2643,146,0,3520,25,122675,45,85,141185,16788,1504,154,3095,0
3054,130,0,4306,40,84530,28,72,134321,15637,934,1176,1909,1
5552,150,0,8718,29,135500,33,22,143398,13340,557,8693,1612,1
2648,115,0,3252,37,71765,31,55,97315,22960,780,2952,1941,1
2679,113,0,3258,33,73325,23,68,83024,21454,872,10054,1931,1
5175,150,0,7685,37,127890,32,24,110929,19003,423,1808,1740,1
3105,131,0,3394,60,111630,44,47,173618,24355,636,4373,2475,1
2893,143,0,3853,58,114755,45,43,174716,15508,1138,2706,2647,1
6166,148,0,8177,38,193790,43,20,245932,20984,920,7612,2307,1
2221,115,0,2679,22,81910,65,72,145680,3441,685,1325,2463,0
2142,111,1,2799,43,62085,49,33,85270,4157,482,1389,2151,0
2350,106,0,2808,19,63080,38,43,115430,6594,820,2955,1875,0
2013,111,0,2654,17,67120,40,33,83616,1633,661,7958,2141,0
2841,131,0,3654,41,90630,54,27,134465,19778,780,1072,2222,1
1935,33,1,1561,5,15480,11,34,15173,178,220,368,543,0
2523,147,1,3859,52,108415,65,112,132233,9398,1276,2132,3244,0
5662,144,0,10185,41,92445,24,38,84523,11474,282,0,1057,1
3115,150,0,3729,62,164600,90,47,264859,17804,1654,7821,3949,0
4105,148,0,8070,19,77585,39,9,115427,1381,278,400,1428,0
2509,123,0,3304,45,75390,37,50,102801,24349,630,404,2114,1
2945,150,0,4342,51,117950,63,45,205815,16701,1190,475,3031,1
2911,150,0,3428,42,164445,75,52,331904,5618,2114,1195,4216,0
3735,116,1,5702,14,60295,34,26,55612,357,227,1086,1087,0
2809,142,0,3729,40,111790,67,45,186813,9720,1290,0,2969,0
2758,143,0,3655,51,113590,36,63,155025,24987,1066,19479,2850,1
2096,94,0,2437,13,49695,30,68,56712,4599,662,2607,1737,0
4410,134,0,6374,26,91555,27,31,92959,6066,352,0,1293,0
2525,146,1,3550,39,120580,54,59,149552,8188,1243,13978,3145,0
3033,150,0,4005,49,127160,60,56,173797,17810,988,2995,3123,1
2881,146,0,4300,47,101860,59,90,188284,12928,1034,1139,2545,0
3193,106,0,3393,17,69630,26,44,111633,12540,600,7033,1559,0
2492,125,0,3539,39,76630,33,49,132469,14826,566,17314,2052,1
2800,138,0,3886,33,83225,36,84,112303,24630,1129,10248,2249,1
2777,130,0,3620,39,88115,31,52,131886,23783,915,375,2149,1
2048,106,0,2625,10,63240,63,32,96325,4299,712,7482,2101,0
1691,97,0,2071,21,50025,50,10,82160,4997,456,0,2147,0
6138,150,0,9793,41,176260,28,23,113152,16453,632,9806,1687,1
2369,139,0,3187,33,97650,64,42,125362,7964,1095,4971,2870,0
2752,102,0,3032,39,69300,27,48,85587,19749,617,125,1671,1
2876,150,1,3795,45,143015,68,57,209692,15405,1856,5726,3717,0
2463,69,1,2260,19,43945,9,75,54433,9190,397,1590,1159,1
2181,102,0,2539,16,68735,37,67,83447,3868,839,2972,2030,0
2583,143,0,4022,48,96975,49,50,184482,10741,981,2000,2554,1
6046,0,0,8197,29,0,13,31,0,0,232,0,721,1
