Index,Radiant_GPM,Dire_GPM,Radiant_XPM,Dire_XPM,Leaver_status,Result,Radiant_Win
131,2568,4225,2899,7228,0,Dire,0
132,2840,2708,3671,4178,0,Draw,1
133,2059,6314,2608,12747,0,Dire,0
134,2168,2786,1791,3851,0,Dire,0
135,2437,5697,2761,10472,0,Dire,1
136,3872,2966,5665,4252,0,Radiant,1
137,6371,2229,9373,3017,0,Radiant,1
138,2622,3143,3688,3868,0,Dire,1
139,3449,4337,4342,7706,0,Dire,1
140,2631,2731,3506,3917,0,Dire,1
141,3224,2733,3856,3206,0,Radiant,1
142,4212,2397,7595,3350,0,Radiant,0
143,2559,6771,4003,10074,0,Dire,0
144,3005,5614,3776,8181,0,Dire,0
145,2764,1932,4119,2811,0,Radiant,1
146,2482,2370,3700,3032,0,Radiant,0
147,3263,4425,3932,7272,1,Dire,0
148,2566,2654,3635,3203,1,Draw,0
149,2824,6077,3461,8962,0,Dire,1
150,1840,1973,2333,2807,0,Dire,0
151,2215,2868,3138,3537,0,Dire,0
152,2701,2774,3967,3550,0,Draw,1
153,2608,2718,3444,3040,0,Draw,1
154,5400,4578,5927,7774,1,Draw,1
155,6498,2236,10276,2938,0,Radiant,1
156,2352,3149,2850,4026,0,Dire,0
157,2677,2096,4545,2578,0,Radiant,1
158,2748,3110,3662,3754,0,Dire,1
159,5594,2719,8080,3550,0,Radiant,0
160,6076,2897,9132,4230,0,Radiant,1
161,3194,2777,3900,3624,1,Radiant,1
162,3287,2293,4238,3188,0,Radiant,1
163,2885,2280,3829,3140,0,Radiant,1
164,2964,2524,3438,2869,0,Radiant,1
165,2751,2809,3742,3455,0,Draw,1
166,5958,2995,9864,3895,1,Radiant,1
167,2211,3210,2704,3574,0,Dire,0
168,2725,5503,3555,6953,0,Dire,1
169,4833,5366,9171,7842,0,Draw,1
170,3100,2554,4111,3534,0,Radiant,1
171,4225,2512,5222,3343,0,Radiant,1
172,2772,2279,3784,2640,0,Radiant,0
173,2746,2562,3694,3305,1,Radiant,1
174,1905,2420,2957,3418,1,Dire,0
175,2546,2849,3119,3711,0,Dire,0
176,2728,2511,3381,3293,0,Radiant,0
177,2525,2921,3931,3960,0,Dire,1
178,2498,2447,3411,2630,1,Radiant,1
179,4272,3117,6975,4160,0,Radiant,0
180,2951,2916,4147,3952,0,Radiant,1
181,2417,2862,3266,3613,0,Dire,0
182,1928,3063,2363,3867,0,Dire,0
183,2380,2071,3214,2639,0,Radiant,0
184,1843,2282,2583,3613,0,Dire,0
185,6052,2504,9577,3425,0,Radiant,1
186,2261,3922,2830,4418,0,Dire,0
187,6236,3035,8824,4343,0,Radiant,1
188,2642,2189,3401,2852,0,Radiant,0
189,3684,2536,6649,3243,0,Radiant,0
190,3024,2564,6442,3154,1,Radiant,0
191,2442,4409,2963,7975,0,Dire,0
192,2731,2615,3490,3588,0,Draw,0
193,3244,3467,3790,4135,0,Dire,0
194,5823,2156,7063,2965,0,Radiant,1
195,2521,2551,3354,3017,0,Draw,1
196,5096,3626,7578,4688,0,Radiant,0
197,6602,2920,9942,3577,0,Radiant,1
198,2614,2814,3293,3865,0,Dire,0
199,2839,2877,4272,3298,0,Draw,0
200,2364,2547,2816,3023,0,Dire,1
201,2641,1816,3160,2604,1,Radiant,0
202,2659,3131,3699,3953,0,Dire,1
203,2683,4174,3467,5504,0,Dire,1
204,2886,2662,3770,2714,0,Radiant,1
205,2991,2559,3988,3249,0,Radiant,1
206,3778,2548,6178,3519,0,Radiant,0
207,2894,2222,4065,2730,0,Radiant,1
208,2278,4787,2800,8782,0,Dire,0
209,2178,2002,2582,2748,0,Draw,0
210,2294,2820,3282,4190,0,Dire,0
211,2469,2251,3100,3098,0,Radiant,1
212,2854,2804,3779,4054,0,Draw,1
213,2792,3279,3518,3745,0,Dire,0
214,3869,3012,5258,3789,0,Radiant,0
215,2632,2695,3056,3592,0,Dire,1
216,1633,2833,2178,3967,0,Dire,0
217,2746,6171,3870,9401,0,Dire,1
218,2109,5405,3138,1215,0,Draw,0
219,3331,2644,4171,2550,0,Radiant,0
220,2631,758,3920,385,0,Radiant,1
221,6015,2832,9223,3736,0,Radiant,1
222,2827,2631,3651,2964,1,Radiant,1
223,2103,3163,2529,3156,0,Dire,0
224,2928,3188,4220,4406,0,Dire,0
225,1933,2234,2629,2718,0,Dire,0
226,2859,2812,4237,3751,0,Radiant,1
227,2630,2445,3811,3094,0,Radiant,1
228,2459,2882,3674,4030,1,Dire,0
229,3884,3526,3154,4354,0,Draw,1
230,2308,3003,3104,3454,0,Dire,0
231,2835,2283,3127,2922,0,Radiant,1
232,2262,3035,3189,4119,0,Dire,0
233,6595,2809,10898,3742,0,Radiant,1
234,6216,2869,8389,3627,0,Radiant,1
235,2736,2229,3513,3763,0,Draw,1
236,3082,2600,4181,3498,0,Radiant,1
237,2728,2897,3896,4485,0,Dire,1
238,2184,3073,2531,3887,0,Dire,0
239,2373,2486,3595,3265,1,Draw,1
240,2997,2563,3899,3344,1,Radiant,1
241,1789,5331,2162,7988,0,Dire,0
242,2749,2233,3609,2799,1,Radiant,1
243,4041,2401,7269,3315,0,Radiant,0
244,2811,2461,4379,3035,0,Radiant,1
245,4709,1729,8023,2383,0,Radiant,0
246,5716,3209,7864,3996,0,Radiant,1
247,5734,2651,7981,3699,1,Radiant,1
248,3153,4662,3877,7977,0,Dire,0
249,2015,2330,2756,3471,1,Dire,0
250,2445,2071,3524,2617,1,Radiant,0
251,2730,3154,3385,3876,0,Dire,0
252,2986,2785,3815,3945,0,Draw,1
253,4725,2804,9185,2767,0,Radiant,0
254,2376,2854,3492,3788,1,Dire,0
255,2885,3095,3598,3775,0,Dire,1
256,5209,3817,8959,4687,0,Radiant,1
257,4214,2587,6649,3231,1,Radiant,0
258,2416,2774,3115,3425,0,Dire,0
259,2487,4727,3361,9017,0,Dire,1
260,6042,1760,9149,1653,1,Radiant,1
261,2645,2465,3580,2357,1,Radiant,0
262,2837,2696,4043,3723,0,Radiant,1
263,2420,2025,3406,1537,1,Radiant,0
264,2886,3467,3891,8200,0,Dire,1
265,2295,2693,3489,3668,0,Dire,0
266,3281,2685,4164,3836,0,Radiant,1
267,5359,2465,8876,3201,0,Radiant,0
268,3134,2718,3539,3825,0,Draw,1
269,2960,2789,4075,3448,0,Radiant,1
270,2373,6381,3814,9167,0,Dire,1
271,2795,2829,3563,4268,0,Dire,1
272,4495,2995,8659,3242,0,Radiant,0
273,3364,4927,3244,8921,0,Dire,1
274,5685,5265,9284,9975,0,Draw,1
275,2616,3133,3351,3918,0,Dire,1
276,2342,2044,2981,2512,1,Radiant,0
277,2998,2826,4191,3717,0,Radiant,1
278,2990,2542,3438,2836,0,Radiant,1
279,2723,2357,3814,3171,0,Radiant,1
280,3055,2622,3363,3216,1,Radiant,1
281,2515,2673,2996,2399,1,Draw,0
282,5507,2208,9237,2867,1,Radiant,1
283,2346,2330,2687,2881,0,Draw,1
284,3448,2980,4040,3696,0,Radiant,1
285,4042,5209,7117,9400,1,Dire,0
286,3183,2492,2998,3112,1,Draw,1
287,3146,706,4048,776,0,Radiant,1
288,2479,2052,3557,2078,1,Radiant,0
289,2747,6186,3393,9938,0,Dire,0
290,3269,700,4109,895,0,Radiant,1
291,2978,6132,3686,9961,0,Dire,0
292,2316,2888,3233,4126,0,Dire,0
293,5918,2234,8295,3363,0,Radiant,1
294,2231,1893,2992,2721,0,Radiant,0
295,2840,3854,3151,4297,1,Dire,0
296,2944,4973,3967,7879,0,Dire,0
297,2473,4200,3151,7046,0,Dire,0
298,5603,2770,9301,3392,1,Radiant,1
299,2588,2977,3866,3699,1,Draw,0
300,4359,2713,5298,3485,0,Radiant,1
301,5858,2702,8722,2360,0,Radiant,0
302,2876,2906,3913,3929,0,Dire,1
303,2513,3226,3138,4157,0,Dire,1
304,2845,2924,3628,3746,0,Dire,1
305,4541,4938,7249,9056,0,Dire,0
306,2398,4114,3678,7111,0,Dire,0
307,2312,3212,2969,3781,0,Dire,0
308,3022,5519,4836,9795,0,Dire,1
309,2012,4969,3109,9278,0,Dire,0
310,2942,2689,3835,3898,0,Draw,1
311,2780,2484,3617,2979,0,Radiant,0
312,2666,2131,3187,3337,0,Draw,1
313,2570,2249,3542,2666,1,Radiant,1
314,2388,4058,3320,8331,0,Dire,0
315,3123,2657,4024,3889,0,Radiant,1
316,2199,2804,2995,3125,0,Dire,1
317,2830,2583,3672,2724,0,Radiant,1
318,2738,2346,4059,2979,0,Radiant,0
319,2870,6013,3287,8491,1,Dire,0
320,3104,2841,3519,3413,0,Radiant,1
321,2773,2549,3199,3605,0,Draw,1
322,5191,2119,7367,2695,0,Radiant,1
323,2197,2538,3210,3642,0,Dire,0
324,3425,2526,4018,3496,0,Radiant,1
325,2702,2744,3275,3664,0,Dire,1
326,3425,2250,3881,3384,0,Radiant,1
327,2865,3265,2725,4047,0,Dire,1
328,3909,2396,6192,3161,0,Radiant,0
329,3362,2949,4033,3485,0,Radiant,0
330,2823,3866,3858,6038,1,Dire,0
331,4781,3237,8924,3831,0,Radiant,0
332,6264,2511,7764,3682,0,Radiant,1
333,2611,3556,4411,3299,0,Draw,1
334,2163,6035,3639,10174,1,Dire,0
335,2347,2812,3588,4319,0,Dire,0
336,2649,2137,3669,3352,0,Radiant,0
337,3189,2951,4085,3693,0,Radiant,0
338,2709,5577,3636,9548,0,Dire,0
339,4466,2234,7944,3089,0,Radiant,0
340,2843,2655,2535,3619,0,Draw,1
341,2383,2231,3062,2956,1,Radiant,0
342,2683,5336,4059,7961,0,Dire,0
343,2647,2930,3760,3970,0,Dire,1
344,2937,3333,3599,4024,1,Dire,1
345,5556,3101,9464,3930,0,Radiant,1
346,3110,3512,3143,4065,0,Dire,1
347,3236,2415,3939,3124,0,Radiant,1
348,5538,2158,9183,2319,0,Radiant,1
349,3074,2813,3788,4059,0,Draw,1
350,1720,2034,2246,2278,0,Dire,0
351,1957,1962,2811,3199,0,Dire,0
352,6489,6055,8638,8047,1,Radiant,1
353,2683,2536,3846,3672,0,Radiant,1
354,2475,2764,3504,4246,0,Dire,1
355,2549,2327,2940,3358,0,Draw,1
356,6605,2935,8983,3974,1,Radiant,1
357,1746,2543,1997,3695,1,Dire,0
358,1850,2890,2264,3899,0,Dire,0
359,2425,2793,3349,4211,0,Dire,0
360,2777,3283,3976,3916,0,Draw,0
361,1839,3031,2481,3747,0,Dire,0
362,3176,2870,3892,4015,0,Draw,1
